2L 76 x 64 x 5,63.5,76.2,4.76,14.29,10.15,12.9,47.45,9.93,1.91,1.59,3.28,3.61,3.99,4.01,0.89
2L 76 x 51 x 13,50.8,76.2,12.7,20.64,22.92,29.23,55.36,15.4,1.38,1.47,3.61,3.96,4.37,3.94,0.96
2L 76 x 51 x 10,50.8,76.2,9.53,17.46,17.71,22.58,44.95,12.06,1.41,1.36,3.53,3.91,4.29,3.91,0.95
2L 76 x 51 x 8,50.8,76.2,7.94,15.88,15.03,19.1,38.92,10.29,1.43,1.3,3.51,3.86,4.24,3.89,0.95
2L 76 x 51 x 6,50.8,76.2,6.35,14.29,12.17,15.48,32.42,8.44,1.45,1.24,3.48,3.84,4.22,3.86,0.94
2L 76 x 51 x 5,50.8,76.2,4.76,12.7,9.29,11.81,25.39,6.49,1.47,1.17,3.43,3.78,4.17,3.86,0.94
2L 64 x 51 x 10,50.8,63.5,9.53,15.88,15.77,20.06,42.87,11.83,1.46,1.47,2.87,3.23,3.61,3.35,0.91
2L 64 x 51 x 8,50.8,63.5,7.94,14.29,13.35,17.03,37.09,10.11,1.48,1.41,2.84,3.2,3.58,3.35,0.91
2L 64 x 51 x 6,50.8,63.5,6.35,12.7,10.86,13.81,30.97,8.31,1.5,1.35,2.79,3.15,3.53,3.35,0.9
2L 64 x 51 x 5,50.8,63.5,4.76,11.11,8.29,10.58,24.27,6.41,1.52,1.29,2.77,3.12,3.51,3.33,0.9
