2L 152 x 89 x 8,88.9,152.4,7.94,20.64,29.32,37.29,236.42,33.92,2.52,1.92,7.06,7.42,7.77,7.67,0.96
2L 127 x 89 x 19,88.9,127,19.05,30.16,58.93,74.84,457.85,72.1,2.47,2.52,5.92,6.27,6.65,6.6,0.94
2L 127 x 89 x 16,88.9,127,15.88,26.99,49.85,63.55,399.58,61.62,2.51,2.41,5.84,6.22,6.58,6.58,0.94
2L 127 x 89 x 13,88.9,127,12.7,23.81,40.48,51.68,334.65,50.64,2.54,2.29,5.79,6.15,6.53,6.55,0.94
2L 127 x 89 x 10,88.9,127,9.53,20.64,30.95,39.35,262.64,39,2.59,2.17,5.74,6.07,6.45,6.5,0.93
2L 127 x 89 x 8,88.9,127,7.94,19.05,25.89,33.03,223.93,32.94,2.59,2.11,5.72,6.05,6.4,6.5,0.93
2L 127 x 89 x 6,88.9,127,6.35,17.46,20.98,26.65,183.14,26.71,2.62,2.04,5.66,6.02,6.38,6.48,0.93
2L 127 x 76 x 13,76.2,127,12.7,23.81,37.95,48.45,212.28,37.03,2.09,1.89,5.97,6.35,6.71,6.45,0.96
2L 127 x 76 x 11,76.2,127,11.11,22.23,33.48,42.71,190.63,32.94,2.11,1.83,5.94,6.3,6.68,6.45,0.96
2L 127 x 76 x 10,76.2,127,9.53,20.64,29.02,36.97,167.33,28.68,2.13,1.77,5.92,6.27,6.65,6.43,0.96
2L 127 x 76 x 8,76.2,127,7.94,19.05,24.41,31.03,143.18,24.25,2.15,1.71,5.89,6.25,6.6,6.4,0.96
2L 127 x 76 x 6,76.2,127,6.35,17.46,19.64,25.03,117.38,19.66,2.17,1.65,5.84,6.2,6.55,6.38,0.96
2L 102 x 89 x 13,88.9,101.6,12.7,22.23,35.42,45.23,313.42,49.16,2.64,2.52,4.45,4.8,5.16,5.49,0.88
2L 102 x 89 x 10,88.9,101.6,9.53,19.05,27.08,34.52,246.41,38.02,2.67,2.41,4.39,4.72,5.08,5.49,0.88
2L 102 x 89 x 8,88.9,101.6,7.94,17.46,22.77,29.03,210.2,32.12,2.69,2.34,4.37,4.7,5.05,5.49,0.87
