IR 706 x 264.9,338.709,706,18.4,358,30.2,600,50,30,264.9,139.7,94,0.654,292194,8275,29.5,23101,1291,8.3,9341,1999,837,26397076,605,16358,1737,4621
IR 701 x 239.6,307.09616,701,16.8,356,27.4,600,47,30,239.6,139.7,94,0.717,262642,7505,29.2,20687,1162,8.2,8439,1786,629,23443181,599,14651,1567,4162
IR 696 x 217.3,278.06396,696,15.4,356,24.8,600,45,29,217.3,139.7,93,0.791,235587,6784,29.2,18439,1041,8.1,7604,1601,470,20730969,595,13070,1409,3753
IR 701 x 192,243.87048,701,15.5,254,27.9,600,43,29,192.0,139.7,66,0.988,198126,5654,28.4,7659,603,5.6,6473,944,462,8700562,428,7617,1124,3195
IR 693 x 169.7,216.1286,693,14.5,257,23.6,600,39,29,169.7,139.7,66,1.146,169822,4900,27.9,6618,516,5.5,5621,808,305,7411590,428,6452,954,2786
IR 688 x 151.8,193.548,688,13.1,254,21.1,600,36,27,151.8,139.7,65,1.283,150676,4375,27.9,5786,456,5.5,4998,711,220,6444861,424,5702,849,2474
IR 683 x 139.9,178.70932,683,12.4,254,18.9,600,34,27,139.9,139.7,64,1.425,136108,3982,27.7,5161,406,5.4,4556,636,168,5692960,422,5078,759,2245
IR 678 x 125,159.99968,678,11.7,253,16.3,600,31,27,125.0,139.7,63,1.650,118626,3490,27.2,4412,347,5.3,3998,544,117,4833646,419,4287,649,1966
IR 753 x 732.2,929.0304,753,50.0,359,89.9,533,110,40,732.2,139.7,97,0.232,795002,21139,29.2,69511,3884,8.7,25400,6145,18980,75995650,594,47867,4605,12684
IR 739 x 669.7,851.6112,739,46.0,354,83.1,533,103,38,669.7,139.7,96,0.252,711756,19173,29.0,62018,3507,8.5,23106,5522,14859,66328359,581,42872,4211,11520
IR 725 x 607.2,767.7404,725,41.9,351,75.9,533,95,35,607.2,139.7,94,0.272,628509,17370,28.7,54943,3130,8.5,20484,4916,11280,57466676,568,37835,3818,10258
IR 711 x 550.6,703.2244,711,38.6,348,69.1,527,82,40,550.6,139.7,93,0.295,557750,15682,28.2,48283,2786,8.3,18517,4375,8366,49679135,557,33382,3425,9275
IR 699 x 498.5,634.83744,699,35.1,343,63.0,527,76,38,498.5,139.7,92,0.323,495315,14158,27.9,42872,2491,8.2,16715,3900,6327,43234275,546,29511,3081,8325
IR 688 x 455.4,579.35368,688,32.0,340,57.9,527,71,37,455.4,139.7,91,0.350,445368,12929,27.7,38252,2245,8.1,15109,3507,4870,38132093,537,26472,2819,7538
IR 678 x 415.2,529.0312,678,29.5,338,53.1,527,66,37,415.2,139.7,91,0.378,399582,11766,27.4,34256,2032,8.1,13683,3163,3767,33566983,529,23725,2556,6817
IR 668 x 372,474.1926,668,26.4,335,48.0,527,61,35,372.0,139.7,90,0.417,353380,10553,27.2,30135,1803,8.0,12192,2802,2772,29001874,520,20895,2294,6080
IR 660 x 340.8,433.54752,660,24.4,333,43.9,527,57,33,340.8,139.7,89,0.453,318417,9636,27.2,27097,1629,7.9,11061,2524,2135,25779443,514,18772,2098,5522
IR 653 x 308,391.61212,653,22.1,330,39.9,527,53,32,308.0,139.7,88,0.496,283870,8702,26.9,24058,1455,7.8,9931,2245,1594,22610720,506,16691,1885,4949
IR 648 x 285.7,363.22508,648,20.6,330,37.1,527,50,32,285.7,139.7,88,0.531,260561,8046,26.7,22060,1340,7.8,9160,2065,1282,20516140,501,15276,1737,4556
IR 640 x 261.9,333.54772,640,19.1,328,34.0,527,47,30,261.9,139.7,87,0.575,236419,7374,26.7,19937,1218,7.7,8374,1885,995,18367853,497,13861,1593,4162
IR 635 x 241.1,307.74132,635,17.9,330,31.0,527,44,30,241.1,139.7,88,0.622,215192,6784,26.4,18439,1121,7.7,7669,1721,770,16810345,497,12653,1455,3818
IR 627 x 217.3,277.4188,627,16.5,328,27.7,527,40,29,217.3,139.7,87,0.693,190634,6080,26.2,16275,991,7.6,6850,1527,558,14688912,492,11155,1293,3409
IR 622 x 194.9,248.3866,622,15.4,328,24.4,527,37,29,194.9,139.7,86,0.780,167325,5391,25.9,14152,869,7.5,6063,1336,395,12621186,488,9698,1132,3015
IR 617 x 174.1,221.93504,617,14.0,325,21.6,527,34,29,174.1,139.7,86,0.878,147346,4769,25.7,12362,762,7.5,5359,1170,280,10929410,483,8491,998,2655
IR 612 x 154.8,197.41896,612,12.7,325,19.1,527,32,27,154.8,139.7,85,0.992,129032,4228,25.7,10780,667,7.4,4736,1023,196,9452463,479,7409,877,2343
IR 622 x 153.3,195.48348,622,14.0,229,24.9,527,38,29,153.3,139.7,59,1.094,124869,4015,25.3,4953,434,5.1,4588,680,294,4430842,342,4870,800,2278
IR 617 x 139.9,178.70932,617,13.1,230,22.2,527,35,27,139.9,139.7,59,1.205,112382,3638,25.1,4537,393,5.0,4162,615,219,4028038,343,4370,718,2065
IR 612 x 125,159.35452,612,11.9,229,19.6,527,32,27,125.0,139.7,59,1.366,98647,3212,24.9,3929,342,5.0,3671,534,154,3437259,339,3800,629,1819
IR 607 x 113.1,144.51584,607,11.2,228,17.3,527,30,27,113.1,139.7,58,1.539,87409,2884,24.6,3434,302,4.9,3277,469,112,2980748,337,3322,554,1622
IR 602 x 101.2,129.67716,602,10.5,228,14.9,527,28,27,101.2,139.7,57,1.780,76170,2524,24.3,2930,257,4.7,2901,401,78,2532293,335,2830,474,1427
IR 602 x 92.3,118.06428,602,10.9,179,15.0,527,30,27,92.3,88.9,43,2.252,64932,2163,23.5,1436,161,3.5,2524,259,74,1240636,263,1761,370,1236
IR 599 x 81.8,105.16108,599,10.0,178,12.8,527,28,25,81.8,88.9,43,2.622,56607,1885,23.2,1211,136,3.4,2212,220,52,1039234,261,1486,315,1080
IR 661 x 598.2,761.2888,661,43.9,340,79.5,464,98,37,598.2,139.7,92,0.244,507802,15355,25.9,52861,3097,8.3,18517,4851,12362,44308418,495,33507,3441,9242
IR 647 x 541.7,690.3212,647,40.4,337,72.4,464,92,35,541.7,139.7,91,0.264,449530,13863,25.4,46618,2753,8.2,16551,4310,9365,38132093,484,29511,3097,8275
