HSS 16 x 12 x 5/8,16,12,0.581,110,30.3,1090,136,6,700,117,4.8,165,135,1370
HSS 16 x 12 x 1/2,16,12,0.465,89.6,24.6,904,113,6.06,581,96.8,4.86,135,111,1120
HSS 16 x 12 x 3/8,16,12,0.349,68.2,18.7,702,87.7,6.12,452,75.3,4.91,104,85.5,862
HSS 16 x 12 x 5/16,16,12,0.291,57.3,15.7,595,74.4,6.15,384,64,4.94,87.7,72.2,727
HSS 16 x 8 x 5/8,16,8,0.581,93.1,25.7,815,102,5.64,274,68.6,3.27,129,79.2,681
HSS 16 x 8 x 1/2,16,8,0.465,75.9,20.9,679,84.9,5.7,230,57.6,3.32,106,65.5,563
HSS 16 x 8 x 3/8,16,8,0.349,58,16,531,66.3,5.77,181,45.3,3.37,82.1,50.8,436
HSS 16 x 8 x 5/16,16,8,0.291,48.8,13.4,451,56.4,5.8,155,38.7,3.4,69.4,43,369
HSS 16 x 4 x 1/2,16,4,0.465,62.3,17.2,455,56.9,5.15,47,23.5,1.65,77.3,27.4,150
HSS 16 x 4 x 3/8,16,4,0.349,47.8,13.2,360,45,5.23,38.3,19.1,1.71,60.2,21.7,120
HSS 16 x 4 x 5/16,16,4,0.291,40.3,11.1,308,38.5,5.27,33.2,16.6,1.73,51.1,18.5,103
HSS 14 x 12 x 1/2,14,12,0.465,82.7,22.8,658,94,5.38,519,86.5,4.78,111,100,921
HSS 14 x 12 x 3/8,14,12,0.349,63.1,17.3,512,73.2,5.43,405,67.4,4.83,85.9,77.4,708
HSS 14 x 10 x 5/8,14,10,0.581,93.1,25.7,687,98.2,5.17,407,81.5,3.98,120,95.1,832
HSS 14 x 10 x 1/2,14,10,0.465,75.9,20.9,573,81.8,5.23,341,68.1,4.04,98.8,78.5,685
HSS 14 x 10 x 3/8,14,10,0.349,58,16,447,63.9,5.29,267,53.4,4.09,76.3,60.7,528
HSS 14 x 10 x 5/16,14,10,0.291,48.8,13.4,380,54.3,5.32,227,45.5,4.12,64.6,51.4,446
HSS 14 x 10 x 1/4,14,10,0.233,39.4,10.8,310,44.3,5.35,186,37.2,4.14,52.4,41.8,362
HSS 14 x 6 x 5/8,14,6,0.581,76.1,21,478,68.3,4.77,124,41.2,2.43,88.7,48.4,334
HSS 14 x 6 x 1/2,14,6,0.465,62.3,17.2,402,57.4,4.84,105,35.1,2.48,73.6,40.4,279
HSS 14 x 6 x 3/8,14,6,0.349,47.8,13.2,317,45.3,4.91,84.1,28,2.53,57.3,31.6,219
HSS 14 x 6 x 5/16,14,6,0.291,40.3,11.1,271,38.7,4.94,72.3,24.1,2.55,48.6,26.9,186
HSS 14 x 6 x 1/4,14,6,0.233,32.6,8.96,222,31.7,4.98,59.6,19.9,2.58,39.6,22,152
HSS 14 x 6 x 3/16,14,6,0.174,24.7,6.76,170,24.3,5.01,45.9,15.3,2.61,30.1,16.7,116
HSS 14 x 4 x 5/8,14,4,0.581,67.6,18.7,373,53.3,4.47,47.2,23.6,1.59,73.1,28.5,148
HSS 14 x 4 x 1/2,14,4,0.465,55.5,15.3,317,45.3,4.55,41.2,20.6,1.64,61,24.1,127
HSS 14 x 4 x 3/8,14,4,0.349,42.7,11.8,252,36,4.63,33.6,16.8,1.69,47.8,19.1,102
HSS 14 x 4 x 5/16,14,4,0.291,36,9.92,216,30.9,4.67,29.2,14.6,1.72,40.6,16.4,87.7
HSS 14 x 4 x 1/4,14,4,0.233,29.2,8.03,178,25.4,4.71,24.4,12.2,1.74,33.2,13.5,72.4
HSS 14 x 4 x 3/16,14,4,0.174,22.2,6.06,137,19.5,4.74,19,9.48,1.77,25.3,10.3,55.8
HSS 12 x 10 x 1/2,12,10,0.465,69.1,19,395,65.9,4.56,298,59.7,3.96,78.8,69.6,545
HSS 12 x 10 x 3/8,12,10,0.349,52.9,14.6,310,51.6,4.61,234,46.9,4.01,61.1,54,421
HSS 12 x 10 x 5/16,12,10,0.291,44.6,12.2,264,44,4.64,200,40,4.04,51.7,45.7,356
HSS 12 x 10 x 1/4,12,10,0.233,36,9.9,216,36,4.67,164,32.7,4.07,42.1,37.2,289
