W 24 x 104,30.6,24.1,0.5,12.8,0.75,20/03/2004,1.25,1.0625,104,05/01/2002,3.35,2.52,3100,258,10.1,259,40.7,2.91,289,62.4,4.72,35200,74.3,178,53.5,143
W 24 x 103,30.3,24.5,0.55,9,0.98,20/03/2004,1.48,1.125,103,05/01/2002,2.33,2.78,3000,245,9.96,119,26.5,1.99,280,41.5,7.07,16500,53,117,48.8,139
W 24 x 94,27.7,24.3,0.515,9.07,0.875,20/03/2004,1.38,1.0625,94,05/01/2002,2.33,3.06,2700,222,9.87,109,24,1.98,254,37.5,5.26,15000,53.1,105,43.8,126
W 24 x 84,24.7,24.1,0.47,9.02,0.77,20/03/2004,1.27,1.0625,84,05/01/2002,2.31,3.47,2370,196,9.79,94.4,20.9,1.95,224,32.6,3.7,12800,52.6,91,38.4,111
W 24 x 76,22.4,23.9,0.44,8.99,0.68,20/03/2004,1.18,1.0625,76,05/01/2002,2.29,3.91,2100,176,9.69,82.5,18.4,1.92,200,28.6,2.68,11100,52.2,80,33.8,99
W 24 x 68,20.1,23.7,0.415,8.97,0.585,20/03/2004,1.09,1.0625,68,05/01/2002,2.26,4.52,1830,154,9.55,70.4,15.7,1.87,177,24.5,1.87,9430,51.9,68,28.9,87.1
W 24 x 62,18.3,23.7,0.43,7.04,0.59,20/03/2004,1.19,1.0625,62,03/01/2002,1.71,5.72,1560,132,9.24,34.5,9.8,1.37,154,15.8,1.77,4620,40.7,42,22.6,75.4
W 24 x 55,16.3,23.6,0.395,7.01,0.505,20/03/2004,1.11,1,55,03/01/2002,1.68,6.66,1360,115,9.13,29.1,8.3,1.34,135,13.4,1.24,3870,40.4,36,19.2,65.9
W 21 x 402,118,26.02,1.73,13.405,3.13,18/01/2004,3.875,1.4375,402,05/01/2002,3.63,0.62,12200,937,10.2,1270,189,3.27,1130,296,297,165000,76.7,805,210,564
W 21 x 364,107,25.47,1.59,13.265,2.85,18/01/2004,3.625,1.375,364,05/01/2002,3.59,0.67,10800,846,10,1120,168,3.23,1010,263,225,142000,75,709,189,505
W 21 x 333,97.9,25,1.46,13.13,2.62,18/01/2004,3.375,1.3125,333,05/01/2002,3.55,0.73,9610,769,9.91,994,151,3.19,915,237,174,124000,73.5,632,172,457
W 21 x 300,88.2,24.53,1.32,12.99,2.38,18/01/2004,3.125,1.25,300,05/01/2002,3.51,0.78,8480,692,9.81,873,134,3.15,816,210,130,107000,71.9,556,154,408
W 21 x 275,80.8,24.13,1.22,12.89,2.19,18/01/2004,3,1.1875,275,05/01/2002,3.48,0.85,7620,632,9.71,785,122,3.12,741,189,101,94100,70.7,499,141,370
W 21 x 248,72.8,23.74,1.1,12.775,1.99,18/01/2004,2.75,1.125,248,05/01/2002,3.45,0.94,6760,569,9.63,694,109,3.09,663,169,75.2,81800,69.5,441,127,331
W 21 x 223,65.4,23.35,1,12.675,1.79,18/01/2004,2.5625,1.0625,223,05/01/2002,3.41,1.02,5950,510,9.54,609,96.1,3.05,589,149,54.9,70600,68.3,388,113,295
W 21 x 201,59.2,23,0.91,12.6,1.63,18,2.13,1.3125,201,05/01/2002,3.38,1.12,5310,461,9.47,542,86.1,3.02,530,133,40.9,62100,67.3,345,102,264
W 21 x 182,53.6,22.7,0.83,12.5,1.48,18,1.98,1.25,182,05/01/2002,3.36,1.23,4730,417,9.4,483,77.2,3,476,119,30.7,54500,66.4,307,91.7,237
W 21 x 166,48.8,22.5,0.75,12.4,1.36,18,1.86,1.1875,166,05/01/2002,3.34,1.33,4280,380,9.36,435,70,2.99,432,108,23.6,48500,65.6,277,83.8,215
W 21 x 147,43.2,22.1,0.72,12.5,1.15,18,1.65,1.1875,147,05/01/2002,3.34,1.53,3630,329,9.17,376,60.1,2.95,373,92.6,15.4,41100,65.4,235,70.9,186
W 21 x 132,38.8,21.8,0.65,12.4,1.03,18,1.54,1.125,132,05/01/2002,3.31,1.7,3220,295,9.12,333,53.5,2.93,333,82.3,11.3,36000,64.7,208,63.4,166
W 21 x 122,35.9,21.7,0.6,12.4,0.96,18,1.46,1.125,122,05/01/2002,3.3,1.82,2960,273,9.09,305,49.2,2.92,307,75.6,8.98,32700,64.2,191,58.6,153
W 21 x 111,32.7,21.5,0.55,12.3,0.875,18,1.38,1.125,111,05/01/2002,3.28,1.99,2670,249,9.05,274,44.5,2.9,279,68.2,6.83,29200,63.7,172,53.2,138
W 21 x 101,29.8,21.4,0.5,12.3,0.8,18,1.3,1.0625,101,05/01/2002,3.27,2.17,2420,227,9.02,248,40.3,2.89,253,61.7,5.21,26200,63.2,155,48.5,125
W 21 x 93,27.3,21.6,0.58,8.42,0.93,18/03/2008,1.43,0.9375,93,05/01/2002,2.17,2.76,2070,192,8.7,92.9,22.1,1.84,221,34.7,6.03,9940,43.6,85,37.7,109
W 21 x 83,24.3,21.4,0.515,8.36,0.835,18/03/2008,1.34,0.875,83,05/01/2002,2.15,3.07,1830,171,8.67,81.4,19.5,1.83,196,30.5,4.34,8630,43,75,33.7,97
W 21 x 73,21.5,21.2,0.455,8.3,0.74,18/03/2008,1.24,0.875,73,05/01/2002,2.13,3.46,1600,151,8.64,70.6,17,1.81,172,26.6,3.02,7420,42.5,65,29.7,85.1
W 21 x 68,20,21.1,0.43,8.27,0.685,18/03/2008,1.19,0.875,68,05/01/2002,2.12,3.73,1480,140,8.6,64.7,15.7,1.8,160,24.4,2.45,6760,42.3,60,27.4,78.9
W 21 x 62,18.3,21,0.4,8.24,0.615,18/03/2008,1.12,0.8125,62,05/01/2002,2.1,4.14,1330,127,8.54,57.5,14,1.77,144,21.7,1.83,5970,42,53,24.6,71.1
W 21 x 57,16.7,21.1,0.405,6.56,0.65,18/03/2008,1.15,0.8125,57,03/01/2002,1.64,4.94,1170,111,8.36,30.6,9.35,1.35,129,14.8,1.77,3190,33.4,36,20.4,63.2
W 21 x 55,16.2,20.8,0.375,8.22,0.522,18/03/2008,1.02,0.8125,55,05/01/2002,2.09,4.85,1140,110,8.4,48.4,11.8,1.73,126,18.4,1.24,4980,41.7,45,20.8,61.8
W 21 x 50,14.7,20.8,0.38,6.53,0.535,18/03/2008,1.04,0.8125,50,03/01/2002,1.6,5.96,984,94.5,8.18,24.9,7.64,1.3,110,12.2,1.14,2560,33.1,29,16.7,54
W 21 x 48,14.1,20.6,0.35,8.14,0.43,18/03/2008,0.93,0.8125,48,05/01/2002,2.04,5.89,959,93,8.24,38.7,9.52,1.66,107,14.9,0.803,3940,41.1,36,16.9,52.4
W 21 x 44,13,20.7,0.35,6.5,0.45,18/03/2008,0.95,0.8125,44,03/01/2002,1.57,7.06,843,81.6,8.06,20.7,6.37,1.26,95.4,10.2,0.77,2110,32.8,24,14,46.6
W 18 x 311,91.5,22.32,1.52,12.005,2.74,15/01/2002,3.4375,1.1875,311,05/01/2002,3.26,0.68,6960,624,8.72,795,132,2.95,753,207,177,75700,58.8,483,141,376
W 18 x 283,83.2,21.85,1.4,11.89,2.5,15/01/2002,3.1875,1.1875,283,05/01/2002,3.23,0.74,6160,564,8.61,704,118,2.91,676,185,135,65600,57.5,427,127,338
W 18 x 258,75.9,21.46,1.28,11.77,2.3,15/01/2002,3,1.125,258,05/01/2002,3.19,0.79,5510,514,8.53,628,107,2.88,611,166,104,57400,56.4,382,116,306
W 18 x 234,68.8,21.06,1.16,11.65,2.11,15/01/2002,2.75,1,234,05/01/2002,3.16,0.86,4900,466,8.44,558,95.8,2.85,549,149,79.7,49900,55.2,339,105,274
W 18 x 211,62.1,20.67,1.06,11.555,1.91,15/01/2002,2.5625,1,211,05/01/2002,3.13,0.94,4330,419,8.35,493,85.3,2.82,490,132,59.3,43200,54.2,299,94.3,245
W 18 x 192,56.4,20.35,0.96,11.455,1.75,15/01/2002,2.4375,0.9375,192,05/01/2002,3.1,1.02,3870,380,8.28,440,76.8,2.79,442,119,45.2,37900,53.3,267,85.7,221
W 18 x 175,51.3,20,0.89,11.4,1.59,15/01/2008,1.99,1.25,175,05/01/2002,3.07,1.11,3450,344,8.2,391,68.8,2.76,398,106,33.8,33300,52.5,237,76.9,198
W 18 x 158,46.3,19.7,0.81,11.3,1.44,15/01/2008,1.84,1.25,158,05/01/2002,3.05,1.21,3060,310,8.12,347,61.4,2.74,356,94.8,25.2,29000,51.6,210,69,177
W 18 x 143,42.1,19.5,0.73,11.2,1.32,15/01/2008,1.72,1.1875,143,05/01/2002,3.03,1.32,2750,282,8.09,311,55.5,2.72,322,85.4,19.2,25700,51,189,62.9,160
W 18 x 130,38.2,19.3,0.67,11.2,1.2,15/01/2008,1.6,1.1875,130,05/01/2002,3.01,1.44,2460,256,8.03,278,49.9,2.7,290,76.7,14.5,22600,50.4,169,56.8,145
W 18 x 119,35.1,19,0.655,11.3,1.06,15/01/2008,1.46,1.1875,119,05/01/2002,3.02,1.59,2190,231,7.9,253,44.9,2.69,262,69.1,10.6,20300,50.4,151,50.4,130
W 18 x 106,31.1,18.7,0.59,11.2,0.94,15/01/2008,1.34,1.125,106,05/01/2002,3,1.78,1910,204,7.84,220,39.4,2.66,230,60.5,7.48,17400,49.8,131,44.4,115
W 18 x 97,28.5,18.6,0.535,11.1,0.87,15/01/2008,1.27,1.125,97,05/01/2002,2.99,1.92,1750,188,7.82,201,36.1,2.65,211,55.3,5.86,15800,49.4,120,40.9,105
W 18 x 86,25.3,18.4,0.48,11.1,0.77,15/01/2008,1.17,1.0625,86,05/01/2002,2.97,2.15,1530,166,7.77,175,31.6,2.63,186,48.4,4.1,13600,48.9,104,36,92.3
W 18 x 76,22.3,18.2,0.425,11,0.68,15/01/2008,1.08,1.0625,76,05/01/2002,2.95,2.43,1330,146,7.73,152,27.6,2.61,163,42.2,2.83,11700,48.4,91,31.6,80.9
W 18 x 71,20.8,18.5,0.495,7.64,0.81,15/01/2002,1.21,0.875,71,03/01/2002,1.98,2.99,1170,127,7.5,60.3,15.8,1.7,146,24.7,3.49,4700,33.7,52,25.5,72.2
W 18 x 65,19.1,18.4,0.45,7.59,0.75,15/01/2002,1.15,0.875,65,03/01/2002,1.97,3.22,1070,117,7.49,54.8,14.4,1.69,133,22.5,2.73,4240,33.4,48,23.6,66.1
W 18 x 60,17.6,18.2,0.415,7.56,0.695,15/01/2002,1.1,0.8125,60,03/01/2002,1.96,3.47,984,108,7.47,50.1,13.3,1.68,123,20.6,2.17,3860,33.1,44,21.8,60.8
W 18 x 55,16.2,18.1,0.39,7.53,0.63,15/01/2002,1.03,0.8125,55,03/01/2002,1.95,3.82,890,98.3,7.41,44.9,11.9,1.67,112,18.5,1.66,3430,32.9,39,19.7,55.3
W 18 x 50,14.7,18,0.355,7.5,0.57,15/01/2002,0.972,0.8125,50,03/01/2002,1.94,4.21,800,88.9,7.38,40.1,10.7,1.65,101,16.6,1.24,3040,32.6,35,17.7,49.8
W 18 x 46,13.5,18.1,0.36,6.06,0.605,15/01/2002,1.01,0.8125,46,03/01/2002,1.54,4.93,712,78.8,7.25,22.5,7.43,1.29,90.7,11.7,1.22,1710,26.4,24,15,44.8
W 18 x 40,11.8,17.9,0.315,6.02,0.525,15/01/2002,0.927,0.8125,40,03/01/2002,1.52,5.67,612,68.4,7.21,19.1,6.35,1.27,78.4,9.95,0.81,1440,26.1,21,13,38.6
W 18 x 35,10.3,17.7,0.3,6,0.425,15/01/2002,0.827,0.75,35,03/01/2002,1.49,6.94,510,57.6,7.04,15.3,5.12,1.22,66.5,8.06,0.506,1140,25.9,17,10.5,32.7
W 16 x 100,29.7,17,0.585,10.4,0.985,13/01/2004,1.69,1.125,100,05/01/2002,2.81,1.65,1500,177,7.1,186,35.7,2.5,200,55,8.21,11900,41.7,107,38.7,98.5
W 16 x 89,26.4,16.8,0.525,10.4,0.875,13/01/2004,1.58,1.0625,89,05/01/2002,2.79,1.85,1310,157,7.05,163,31.4,2.48,177,48.2,5.83,10300,41.1,93,34.2,86.8
W 16 x 77,22.9,16.5,0.455,10.3,0.76,13/01/2004,1.47,1.0625,77,05/01/2002,2.77,2.11,1120,136,7,138,26.9,2.46,152,41.2,3.86,8570,40.6,79,29.5,74.5
W 16 x 67,20,16.3,0.395,10.2,0.665,13/01/2004,1.37,1,67,05/01/2002,2.75,2.4,970,119,6.97,119,23.2,2.44,132,35.6,2.62,7300,40.1,68,25.6,64.4
W 16 x 57,16.8,16.4,0.43,7.12,0.715,13/05/2008,1.12,0.875,57,03/01/2002,1.86,3.23,758,92.2,6.72,43.1,12.1,1.6,105,18.9,2.22,2660,28,36,18.8,52.1
W 16 x 50,14.7,16.3,0.38,7.07,0.63,13/05/2008,1.03,0.8125,50,03/01/2002,1.84,3.65,659,81,6.68,37.2,10.5,1.59,92,16.3,1.52,2270,27.6,31,16.5,45.5
W 16 x 45,13.3,16.1,0.345,7.04,0.565,13/05/2008,0.967,0.8125,45,03/01/2002,1.83,4.06,586,72.7,6.65,32.8,9.34,1.57,82.3,14.5,1.11,1990,27.4,27,14.7,40.6
W 16 x 40,11.8,16,0.305,7,0.505,13/05/2008,0.907,0.8125,40,03/01/2002,1.82,4.53,518,64.7,6.63,28.9,8.25,1.57,73,12.7,0.794,1740,27.1,24,13.1,36
W 16 x 36,10.6,15.9,0.295,6.99,0.43,13/05/2008,0.832,0.75,36,03/01/2002,1.79,5.28,448,56.5,6.51,24.5,7,1.52,64,10.8,0.545,1460,26.9,20,11.1,31.5
W 16 x 31,9.13,15.9,0.275,5.53,0.44,13/05/2008,0.842,0.75,31,02/03/2004,1.39,6.53,375,47.2,6.41,12.4,4.49,1.17,54,7.03,0.461,739,21.3,13,8.92,26.5
W 16 x 26,7.68,15.7,0.25,5.5,0.345,13/05/2008,0.747,0.75,26,02/03/2004,1.36,8.27,301,38.4,6.26,9.6,3.49,1.12,44.2,5.48,0.262,565,21.1,10,6.95,21.6
W 14 x 808,237,22.8,3.74,18.6,5.12,10,5.72,3.0625,808,(3) 7-1/2 (3),5.15,0.24,16000,1400,8.2,5510,594,4.82,1830,927,1840,433000,82.2,1950,336,916
W 14 x 730,215,22.4,3.07,17.9,4.91,10,5.51,2.75,730,07/01/2002,4.99,0.26,14300,1280,8.17,4720,527,4.69,1660,816,1450,362000,78.3,1720,319,830
W 14 x 665,196,21.6,2.83,17.7,4.52,10,5.12,2.625,665,07/01/2002,4.92,0.27,12400,1150,7.98,4170,472,4.62,1480,730,1120,306000,75.5,1510,287,739
W 14 x 605,178,20.9,2.6,17.4,4.16,10,4.76,2.5,605,07/01/2002,4.85,0.29,10800,1040,7.8,3680,423,4.55,1320,652,869,258000,73,1320,258,659
W 14 x 550,162,20.2,2.38,17.2,3.82,10,4.42,2.375,550,07/01/2002,4.79,0.31,9430,931,7.63,3250,378,4.49,1180,583,669,219000,70.6,1160,232,587
W 14 x 500,147,19.6,2.19,17,3.5,10,4.1,2.3125,500,07/01/2002,4.73,0.33,8210,838,7.48,2880,339,4.43,1050,522,514,187000,68.5,1020,209,523
W 14 x 455,134,19,2.02,16.8,3.21,10,3.81,2.25,455,07/01/2002,4.68,0.35,7190,756,7.33,2560,304,4.38,936,468,395,160000,66.5,899,188,467
W 14 x 426,125,18.7,1.88,16.7,3.04,10,3.63,2.125,426,05/01/2002,4.64,0.37,6600,706,7.26,2360,283,4.34,869,434,331,144000,65.3,827,176,433
W 14 x 398,117,18.3,1.77,16.6,2.85,10,3.44,2.125,398,05/01/2002,4.61,0.39,6000,656,7.16,2170,262,4.31,801,402,273,129000,64.1,756,163,400
W 14 x 370,109,17.9,1.66,16.5,2.66,10,3.26,2.0625,370,05/01/2002,4.57,0.41,5440,607,7.07,1990,241,4.27,736,370,222,116000,62.9,689,150,367
W 14 x 342,101,17.5,1.54,16.4,2.47,10,3.07,2,342,05/01/2002,4.54,0.43,4900,558,6.98,1810,221,4.24,672,338,178,103000,61.6,623,138,335
W 14 x 311,91.4,17.1,1.41,16.2,2.26,10,2.86,1.9375,311,05/01/2002,4.5,0.47,4330,506,6.88,1610,199,4.2,603,304,136,88900,60.3,553,124,301
W 14 x 283,83.3,16.7,1.29,16.1,2.07,10,2.67,1.875,283,05/01/2002,4.46,0.5,3840,459,6.79,1440,179,4.17,542,274,104,77500,59.1,493,113,270
W 14 x 257,75.6,16.4,1.18,16,1.89,10,2.49,1.8125,257,05/01/2002,4.43,0.54,3400,415,6.71,1290,161,4.13,487,246,79.1,67700,57.9,438,101,242
W 14 x 233,68.5,16,1.07,15.9,1.72,10,2.32,1.75,233,05/01/2002,4.4,0.59,3010,375,6.63,1150,145,4.1,436,221,59.5,59000,56.9,389,91.3,217
W 14 x 211,62,15.7,0.98,15.8,1.56,10,2.16,1.6875,211,05/01/2002,4.37,0.64,2660,338,6.55,1030,130,4.07,390,198,44.6,51600,55.9,345,81.8,194
W 14 x 193,56.8,15.5,0.89,15.7,1.44,10,2.04,1.6875,193,05/01/2002,4.35,0.68,2400,310,6.5,931,119,4.05,355,180,34.8,45900,55.1,312,74.9,176
W 14 x 176,51.8,15.2,0.83,15.7,1.31,10,1.91,1.625,176,05/01/2002,4.32,0.74,2140,281,6.43,838,107,4.02,320,163,26.5,40500,54.4,279,67.5,159
W 14 x 159,46.7,15,0.745,15.6,1.19,10,1.79,1.5625,159,05/01/2002,4.3,0.81,1900,254,6.38,748,96.2,4,287,146,19.7,35600,53.7,248,60.8,142
W 14 x 145,42.7,14.8,0.68,15.5,1.09,10,1.69,1.5625,145,05/01/2002,4.28,0.87,1710,232,6.33,677,87.3,3.98,260,133,15.2,31700,53,224,55.3,129
W 14 x 132,38.8,14.7,0.645,14.7,1.03,10,1.63,1.5625,132,05/01/2002,4.05,0.97,1530,209,6.28,548,74.5,3.76,234,113,12.3,25500,50.2,190,49.4,116
W 14 x 120,35.3,14.5,0.59,14.7,0.94,10,1.54,1.5,120,05/01/2002,4.04,1.05,1380,190,6.24,495,67.5,3.74,212,102,9.37,22700,49.7,171,44.8,105
W 14 x 109,32,14.3,0.525,14.6,0.86,10,1.46,1.5,109,05/01/2002,4.02,1.14,1240,173,6.22,447,61.2,3.73,192,92.7,7.12,20200,49.1,154,40.7,94.9
W 14 x 99,29.1,14.2,0.485,14.6,0.78,10,1.38,1.4375,99,05/01/2002,4,1.25,1110,157,6.17,402,55.2,3.71,173,83.6,5.37,18000,48.7,138,36.7,85.6
W 14 x 90,26.5,14,0.44,14.5,0.71,10,1.31,1.4375,90,05/01/2002,3.99,1.36,999,143,6.14,362,49.9,3.7,157,75.6,4.06,16000,48.3,125,33.3,77.3
W 14 x 82,24,14.3,0.51,10.1,0.855,10/07/2008,1.45,1.0625,82,05/01/2002,2.74,1.65,881,123,6.05,148,29.3,2.48,139,44.8,5.07,6700,34.1,74,27.7,68.4
W 14 x 74,21.8,14.2,0.45,10.1,0.785,10/07/2008,1.38,1.0625,74,05/01/2002,2.72,1.79,795,112,6.04,134,26.6,2.48,126,40.5,3.87,6000,33.7,67,25.3,61.8
W 14 x 68,20,14,0.415,10,0.72,10/07/2008,1.31,1.0625,68,05/01/2002,2.71,1.94,722,103,6.01,121,24.2,2.46,115,36.9,3.01,5370,33.4,60,23.1,56.4
W 14 x 61,17.9,13.9,0.375,9.99,0.645,10/07/2008,1.24,1,61,05/01/2002,2.7,2.15,640,92.1,5.98,107,21.5,2.45,102,32.8,2.19,4690,33.1,53,20.5,50.1
W 14 x 53,15.6,13.9,0.37,8.06,0.66,10/07/2008,1.25,1,53,05/01/2002,2.15,2.62,541,77.8,5.89,57.7,14.3,1.92,87.1,22,1.94,2540,26.7,36,16.8,42.6
W 14 x 48,14.1,13.8,0.34,8.03,0.595,10/07/2008,1.19,1,48,05/01/2002,2.13,2.89,484,70.2,5.85,51.4,12.8,1.91,78.4,19.6,1.45,2240,26.5,32,15.1,38.3
W 14 x 43,12.6,13.7,0.305,8,0.53,10/07/2008,1.12,1,43,05/01/2002,2.12,3.22,428,62.6,5.82,45.2,11.3,1.89,69.6,17.3,1.05,1950,26.2,28,13.4,33.9
W 14 x 38,11.2,14.1,0.31,6.77,0.515,11/05/2008,0.915,0.8125,38,03/01/2002,1.77,4.04,385,54.6,5.87,26.7,7.88,1.55,61.5,12.1,0.798,1230,23,20,11.3,30.3
W 14 x 34,10,14,0.285,6.75,0.455,11/05/2008,0.855,0.75,34,03/01/2002,1.76,4.56,340,48.6,5.83,23.3,6.91,1.53,54.6,10.6,0.569,1070,22.8,18,9.94,26.8
W 14 x 30,8.85,13.8,0.27,6.73,0.385,11/05/2008,0.785,0.75,30,03/01/2002,1.74,5.34,291,42,5.73,19.6,5.82,1.49,47.3,8.99,0.38,887,22.6,15,8.37,23.2
W 14 x 26,7.69,13.9,0.255,5.03,0.42,11/05/2008,0.82,0.75,26,02/03/2004,1.28,6.59,245,35.3,5.65,8.9,3.55,1.08,40.2,5.54,0.358,405,16.9,9,6.76,19.7
W 14 x 22,6.49,13.7,0.23,5,0.335,11/05/2008,0.735,0.75,22,02/03/2004,1.25,8.2,199,29,5.54,7,2.8,1.04,33.2,4.39,0.208,314,16.8,7,5.36,16.1
W 12 x 336,98.8,16.8,1.78,13.4,2.96,09/01/2008,3.55,1.6875,336,05/01/2002,3.71,0.43,4060,483,6.41,1190,177,3.47,603,274,243,57200,46.4,459,119,301
W 12 x 305,89.6,16.3,1.63,13.2,2.71,09/01/2008,3.3,1.625,305,05/01/2002,3.67,0.46,3550,435,6.29,1050,159,3.42,537,244,185,48700,45,403,107,268
W 12 x 279,81.9,15.9,1.53,13.1,2.47,09/01/2008,3.07,1.625,279,05/01/2002,3.64,0.49,3110,393,6.16,937,143,3.38,481,220,143,41900,44,357,95.9,240
W 12 x 252,74,15.4,1.4,13,2.25,09/01/2008,2.85,1.5,252,05/01/2002,3.59,0.53,2720,353,6.06,828,127,3.34,428,196,108,35800,42.8,313,85.9,213
W 12 x 230,67.7,15.1,1.29,12.9,2.07,09/01/2008,2.67,1.5,230,05/01/2002,3.56,0.56,2420,321,5.97,742,115,3.31,386,177,83.8,31300,41.8,279,78,192
W 12 x 210,61.8,14.7,1.18,12.8,1.9,09/01/2008,2.5,1.4375,210,05/01/2002,3.53,0.61,2140,292,5.89,664,104,3.28,348,159,64.7,27200,41,249,70.6,173
W 12 x 190,55.8,14.4,1.06,12.7,1.74,09/01/2008,2.33,1.375,190,05/01/2002,3.5,0.65,1890,263,5.82,589,93,3.25,311,143,48.8,23500,40.1,220,63.7,155
W 12 x 170,50,14,0.96,12.6,1.56,09/01/2008,2.16,1.3125,170,05/01/2002,3.47,0.72,1650,235,5.74,517,82.3,3.22,275,126,35.6,20100,39.2,192,56.5,137
W 12 x 152,44.7,13.7,0.87,12.5,1.4,09/01/2008,2,1.25,152,05/01/2002,3.44,0.78,1430,209,5.66,454,72.8,3.19,243,111,25.8,17200,38.4,168,50,120
W 12 x 136,39.9,13.4,0.79,12.4,1.25,09/01/2008,1.85,1.25,136,05/01/2002,3.41,0.87,1240,186,5.58,398,64.2,3.16,214,98,18.5,14700,37.7,146,44.1,106
W 12 x 120,35.3,13.1,0.71,12.3,1.11,09/01/2008,1.7,1.1875,120,05/01/2002,3.38,0.96,1070,163,5.51,345,56,3.13,186,85.4,12.9,12500,37,126,38.5,92.3
W 12 x 106,31.2,12.9,0.61,12.2,0.99,09/01/2008,1.59,1.125,106,05/01/2002,3.36,1.07,933,145,5.47,301,49.3,3.11,164,75.1,9.13,10700,36.4,110,34.2,81.1
W 12 x 96,28.2,12.7,0.55,12.2,0.9,09/01/2008,1.5,1.125,96,05/01/2002,3.34,1.16,833,131,5.44,270,44.4,3.09,147,67.5,6.85,9410,35.9,98,30.9,72.8
W 12 x 87,25.6,12.5,0.515,12.1,0.81,09/01/2008,1.41,1.0625,87,05/01/2002,3.32,1.28,740,118,5.38,241,39.7,3.07,132,60.4,5.1,8280,35.5,87,27.6,65.2
W 12 x 79,23.2,12.4,0.47,12.1,0.735,09/01/2008,1.33,1.0625,79,05/01/2002,3.31,1.39,662,107,5.34,216,35.8,3.05,119,54.3,3.84,7320,35.2,78,24.8,58.7
W 12 x 72,21.1,12.3,0.43,12,0.67,09/01/2008,1.27,1.0625,72,05/01/2002,3.29,1.52,597,97.4,5.31,195,32.4,3.04,108,49.2,2.93,6540,34.9,70,22.5,53.1
W 12 x 65,19.1,12.1,0.39,12,0.605,09/01/2008,1.2,1,65,05/01/2002,3.28,1.67,533,87.9,5.28,174,29.1,3.02,96.8,44.1,2.18,5770,34.5,63,20.2,47.6
W 12 x 58,17,12.2,0.36,10,0.64,09/01/2004,1.24,0.9375,58,05/01/2002,2.72,1.9,475,78,5.28,107,21.4,2.51,86.4,32.5,2.1,3570,28.9,46,17.8,42.4
W 12 x 53,15.6,12.1,0.345,9.99,0.575,09/01/2004,1.17,0.9375,53,05/01/2002,2.71,2.1,425,70.6,5.23,95.8,19.2,2.48,77.9,29.1,1.58,3160,28.7,41,15.9,38.1
W 12 x 50,14.6,12.2,0.37,8.08,0.64,09/01/2004,1.14,0.9375,50,05/01/2002,2.17,2.36,391,64.2,5.18,56.3,13.9,1.96,71.9,21.3,1.71,1880,23.3,30,14.2,35.4
W 12 x 45,13.1,12.1,0.335,8.05,0.575,09/01/2004,1.08,0.9375,45,05/01/2002,2.15,2.61,348,57.7,5.15,50,12.4,1.95,64.2,19,1.26,1650,23.1,27,12.7,31.5
W 12 x 40,11.7,11.9,0.295,8.01,0.515,09/01/2004,1.02,0.875,40,05/01/2002,2.14,2.9,307,51.5,5.13,44.1,11,1.94,57,16.8,0.906,1440,22.9,24,11.3,27.9
W 12 x 35,10.3,12.5,0.3,6.56,0.52,10/01/2008,0.82,0.75,35,03/01/2002,1.74,3.66,285,45.6,5.25,24.5,7.47,1.54,51.2,11.5,0.741,879,19.6,17,9.75,25.4
W 12 x 30,8.79,12.3,0.26,6.52,0.44,10/01/2008,0.74,0.75,30,03/01/2002,1.73,4.3,238,38.6,5.21,20.3,6.24,1.52,43.1,9.56,0.457,719,19.4,14,8.19,21.3
W 12 x 26,7.65,12.2,0.23,6.49,0.38,10/01/2008,0.68,0.75,26,03/01/2002,1.72,4.95,204,33.4,5.17,17.3,5.34,1.51,37.2,8.17,0.3,606,19.2,12,7.04,18.4
W 12 x 22,6.48,12.3,0.26,4.03,0.425,10/03/2008,0.725,0.625,22,02/01/2004,1.02,7.19,156,25.4,4.91,4.7,2.31,0.848,29.3,3.66,0.293,165,12,5,4.76,14.4
W 12 x 19,5.57,12.2,0.235,4.01,0.35,10/03/2008,0.65,0.5625,19,02/01/2004,1,8.67,130,21.3,4.82,3.8,1.88,0.822,24.7,2.98,0.18,131,11.8,4,3.9,12.1
W 12 x 16,4.71,12,0.22,3.99,0.265,10/03/2008,0.565,0.5625,16,02/01/2004,0.96,11.3,103,17.1,4.67,2.8,1.41,0.773,20.1,2.26,0.103,97,11.7,3,2.93,9.81
W 12 x 14,4.16,11.9,0.2,3.97,0.225,10/03/2008,0.525,0.5625,14,02/01/2004,0.95,13.3,88.6,14.9,4.62,2.4,1.19,0.753,17.4,1.9,0.0704,81,11.6,3,2.48,8.5
W 10 x 112,32.9,11.4,0.755,10.4,1.25,07/01/2002,1.75,1,112,05/01/2002,2.88,0.87,716,126,4.66,236,45.3,2.68,147,69.2,15.1,6030,26.3,86,30.5,73.2
W 10 x 100,29.4,11.1,0.68,10.3,1.12,07/01/2002,1.62,1,100,05/01/2002,2.85,0.96,623,112,4.6,207,40,2.65,130,61,10.9,5150,25.8,75,27,64.5
W 10 x 88,25.9,10.8,0.605,10.3,0.99,07/01/2002,1.49,0.9375,88,05/01/2002,2.83,1.07,534,98.5,4.54,179,34.8,2.63,113,53.1,7.53,4340,25.3,64,23.5,56
