WT 7 x 155.5,45.7,8.56,1.41,16.2,2.26,2.86,155.5,176,26.7,1.96,1.97,807,99.4,4.2,67.5,375,4.71,0.968
WT 7 x 141.5,41.6,8.37,1.29,16.1,2.07,2.67,141.5,153,23.5,1.92,1.86,722,89.7,4.17,51.8,281,4.66,0.969
WT 7 x 128.5,37.8,8.19,1.18,16,1.89,2.49,128.5,133,20.7,1.88,1.75,645,80.7,4.13,39.3,209,4.61,0.97
WT 7 x 116.5,34.2,8.02,1.07,15.9,1.72,2.32,116.5,116,18.2,1.84,1.65,576,72.5,4.1,29.6,154,4.57,0.97
WT 7 x 105.5,31,7.86,0.98,15.8,1.56,2.16,105.5,102,16.2,1.81,1.57,513,65,4.07,22.2,113,4.52,0.969
WT 7 x 96.5,28.4,7.74,0.89,15.7,1.44,2.04,96.5,89.8,14.4,1.78,1.49,466,59.3,4.05,17.3,87.2,4.49,0.971
WT 7 x 88,25.9,7.61,0.83,15.7,1.31,1.91,88,80.5,13,1.76,1.43,419,53.5,4.02,13.2,65.2,4.46,0.97
WT 7 x 79.5,23.4,7.49,0.745,15.6,1.19,1.79,79.5,70.2,11.4,1.73,1.35,374,48.1,4,9.84,47.9,4.42,0.971
WT 7 x 72.5,21.3,7.39,0.68,15.5,1.09,1.69,72.5,62.5,10.2,1.71,1.29,338,43.7,3.98,7.56,36.3,4.4,0.971
WT 7 x 66,19.4,7.33,0.645,14.7,1.03,1.63,66,57.8,9.57,1.73,1.29,274,37.2,3.76,6.13,26.6,4.21,0.966
WT 7 x 60,17.7,7.24,0.59,14.7,0.94,1.54,60,51.7,8.61,1.71,1.24,247,33.7,3.74,4.67,20,4.18,0.966
WT 7 x 54.5,16,7.16,0.525,14.6,0.86,1.46,54.5,45.3,7.56,1.68,1.17,223,30.6,3.73,3.55,15,4.16,0.968
WT 7 x 49.5,14.6,7.08,0.485,14.6,0.78,1.38,49.5,40.9,6.88,1.67,1.14,201,27.6,3.71,2.68,11.1,4.14,0.967
WT 7 x 45,13.2,7.01,0.44,14.5,0.71,1.31,45,36.5,6.16,1.66,1.09,181,25,3.7,2.03,8.31,4.13,0.968
WT 7 x 41,12,7.16,0.51,10.1,0.855,1.45,41,41.2,7.14,1.85,1.39,74.1,14.6,2.48,2.53,5.63,3.25,0.912
WT 7 x 37,10.9,7.09,0.45,10.1,0.785,1.38,37,36,6.25,1.82,1.32,66.9,13.3,2.48,1.93,4.19,3.21,0.917
WT 7 x 34,9.99,7.02,0.415,10,0.72,1.31,34,32.6,5.69,1.81,1.29,60.7,12.1,2.46,1.5,3.21,3.19,0.915
WT 7 x 30.5,8.96,6.95,0.375,9.99,0.645,1.24,30.5,28.9,5.07,1.8,1.25,53.7,10.7,2.45,1.09,2.29,3.17,0.914
WT 7 x 26.5,7.8,6.96,0.37,8.06,0.66,1.25,26.5,27.6,4.94,1.88,1.38,28.8,7.15,1.92,0.967,1.46,2.89,0.868
WT 7 x 24,7.07,6.9,0.34,8.03,0.595,1.19,24,24.9,4.49,1.88,1.35,25.7,6.4,1.91,0.723,1.07,2.87,0.866
WT 7 x 21.5,6.31,6.83,0.305,8,0.53,1.12,21.5,21.9,3.98,1.86,1.31,22.6,5.65,1.89,0.522,0.751,2.85,0.866
WT 7 x 19,5.58,7.05,0.31,6.77,0.515,0.915,19,23.3,4.22,2.04,1.54,13.3,3.94,1.55,0.398,0.554,2.86,0.799
WT 7 x 17,5,6.99,0.285,6.75,0.455,0.855,17,20.9,3.83,2.04,1.53,11.6,3.45,1.53,0.284,0.4,2.86,0.793
WT 7 x 15,4.42,6.92,0.27,6.73,0.385,0.785,15,19,3.55,2.07,1.58,9.79,2.91,1.49,0.19,0.287,2.9,0.771
WT 7 x 13,3.85,6.96,0.255,5.03,0.42,0.82,13,17.3,3.31,2.12,1.72,4.45,1.77,1.08,0.179,0.207,2.82,0.713
WT 7 x 11,3.25,6.87,0.23,5,0.335,0.735,11,14.8,2.91,2.14,1.76,3.5,1.4,1.04,0.104,0.134,2.86,0.69
WT 6 x 168,49.4,8.41,1.78,13.4,2.96,3.55,168,190,31.2,1.96,2.31,593,88.6,3.47,120,481,4.07,0.958
WT 6 x 152.5,44.8,8.16,1.63,13.2,2.71,3.3,152.5,162,27,1.9,2.16,525,79.3,3.42,92,356,4,0.959
WT 6 x 139.5,41,7.93,1.53,13.1,2.47,3.07,139.5,141,24.1,1.86,2.05,469,71.3,3.38,70.9,267,3.94,0.957
WT 6 x 126,37,7.71,1.4,13,2.25,2.85,126,121,20.9,1.81,1.92,414,63.6,3.34,53.5,195,3.88,0.958
WT 6 x 115,33.9,7.53,1.29,12.9,2.07,2.67,115,106,18.5,1.77,1.82,371,57.5,3.31,41.6,148,3.83,0.958
WT 6 x 105,30.9,7.36,1.18,12.8,1.9,2.5,105,92.1,16.4,1.73,1.72,332,51.9,3.28,32.1,112,3.78,0.959
WT 6 x 95,27.9,7.19,1.06,12.7,1.74,2.33,95,79,14.2,1.68,1.62,295,46.5,3.25,24.3,82.1,3.74,0.96
WT 6 x 85,25,7.02,0.96,12.6,1.56,2.16,85,67.8,12.3,1.65,1.52,259,41.2,3.22,17.7,58.3,3.69,0.96
WT 6 x 76,22.4,6.86,0.87,12.5,1.4,2,76,58.5,10.8,1.62,1.43,227,36.4,3.19,12.8,41.3,3.64,0.96
WT 6 x 68,20,6.71,0.79,12.4,1.25,1.85,68,50.6,9.46,1.59,1.35,199,32.1,3.16,9.21,28.9,3.61,0.96
WT 6 x 60,17.6,6.56,0.71,12.3,1.11,1.7,60,43.4,8.22,1.57,1.28,172,28,3.13,6.42,19.7,3.57,0.959
WT 6 x 53,15.6,6.45,0.61,12.2,0.99,1.59,53,36.3,6.92,1.53,1.19,151,24.7,3.11,4.55,13.6,3.53,0.961
WT 6 x 48,14.1,6.36,0.55,12.2,0.9,1.5,48,32,6.12,1.51,1.13,135,22.2,3.09,3.42,10.1,3.51,0.962
WT 6 x 43.5,12.8,6.27,0.515,12.1,0.81,1.41,43.5,28.9,5.6,1.5,1.1,120,19.9,3.07,2.54,7.34,3.48,0.96
WT 6 x 39.5,11.6,6.19,0.47,12.1,0.735,1.33,39.5,25.8,5.03,1.49,1.06,108,17.9,3.05,1.91,5.43,3.47,0.96
WT 6 x 36,10.6,6.13,0.43,12,0.67,1.27,36,23.2,4.54,1.48,1.02,97.5,16.2,3.04,1.46,4.07,3.44,0.96
WT 6 x 32.5,9.54,6.06,0.39,12,0.605,1.2,32.5,20.6,4.06,1.47,0.985,87.2,14.5,3.02,1.09,2.97,3.43,0.96
WT 6 x 29,8.52,6.1,0.36,10,0.64,1.24,29,19.1,3.76,1.5,1.03,53.5,10.7,2.51,1.05,2.08,3,0.944
WT 6 x 26.5,7.78,6.03,0.345,9.99,0.575,1.17,26.5,17.7,3.54,1.51,1.02,47.9,9.58,2.48,0.788,1.53,2.99,0.94
WT 6 x 25,7.3,6.1,0.37,8.08,0.64,1.14,25,18.7,3.79,1.6,1.17,28.2,6.97,1.96,0.855,1.23,2.67,0.899
WT 6 x 22.5,6.56,6.03,0.335,8.05,0.575,1.08,22.5,16.6,3.39,1.59,1.13,25,6.21,1.95,0.627,0.885,2.66,0.9
WT 6 x 20,5.84,5.97,0.295,8.01,0.515,1.02,20,14.4,2.95,1.57,1.09,22,5.5,1.94,0.452,0.62,2.63,0.9
WT 6 x 17.5,5.17,6.25,0.3,6.56,0.52,0.82,17.5,16,3.23,1.76,1.3,12.2,3.73,1.54,0.369,0.437,2.56,0.835
WT 6 x 15,4.4,6.17,0.26,6.52,0.44,0.74,15,13.5,2.75,1.75,1.27,10.2,3.12,1.52,0.228,0.267,2.55,0.83
WT 6 x 13,3.82,6.11,0.23,6.49,0.38,0.68,13,11.7,2.4,1.75,1.25,8.66,2.67,1.51,0.15,0.174,2.54,0.826
WT 6 x 11,3.24,6.16,0.26,4.03,0.425,0.725,11,11.7,2.59,1.9,1.63,2.33,1.15,0.847,0.146,0.137,2.52,0.684
WT 6 x 9.5,2.79,6.08,0.235,4.01,0.35,0.65,9.5,10.1,2.28,1.9,1.65,1.88,0.939,0.821,0.0899,0.0934,2.54,0.663
WT 6 x 8,2.36,6,0.22,3.99,0.265,0.565,8,8.7,2.04,1.92,1.74,1.41,0.706,0.773,0.0511,0.0678,2.62,0.624
WT 6 x 7,2.08,5.96,0.2,3.97,0.225,0.525,7,7.7,1.83,1.92,1.76,1.18,0.593,0.753,0.035,0.0493,2.64,0.611
WT 5 x 56,16.5,5.68,0.755,10.4,1.25,1.75,56,28.6,6.4,1.32,1.21,118,22.6,2.67,7.5,16.9,3.04,0.963
WT 5 x 50,14.7,5.55,0.68,10.3,1.12,1.62,50,24.5,5.56,1.29,1.13,103,20,2.65,5.41,11.9,3,0.964
WT 5 x 44,12.9,5.42,0.605,10.3,0.99,1.49,44,20.8,4.77,1.27,1.06,89.3,17.4,2.63,3.75,8.02,2.98,0.964
WT 5 x 38.5,11.3,5.3,0.53,10.2,0.87,1.37,38.5,17.4,4.05,1.24,0.99,76.8,15.1,2.6,2.55,5.31,2.94,0.964
WT 5 x 34,9.99,5.2,0.47,10.1,0.77,1.27,34,14.9,3.49,1.22,0.932,66.7,13.2,2.58,1.78,3.62,2.91,0.965
WT 5 x 30,8.82,5.11,0.42,10.1,0.68,1.18,30,12.9,3.04,1.21,0.884,58.1,11.5,2.57,1.23,2.46,2.89,0.965
WT 5 x 27,7.91,5.05,0.37,10,0.615,1.12,27,11.1,2.64,1.19,0.836,51.7,10.3,2.56,0.909,1.78,2.87,0.966
WT 5 x 24.5,7.21,4.99,0.34,10,0.56,1.06,24.5,10,2.39,1.18,0.807,46.7,9.34,2.54,0.693,1.33,2.85,0.966
WT 5 x 22.5,6.63,5.05,0.35,8.02,0.62,1.12,22.5,10.2,2.47,1.24,0.907,26.7,6.65,2.01,0.753,0.981,2.43,0.94
WT 5 x 19.5,5.73,4.96,0.315,7.99,0.53,1.03,19.5,8.8,2.16,1.24,0.876,22.5,5.64,1.98,0.487,0.616,2.42,0.936
WT 5 x 16.5,4.85,4.87,0.29,7.96,0.435,0.935,16.5,7.7,1.93,1.26,0.869,18.3,4.6,1.94,0.291,0.356,2.41,0.927
WT 5 x 15,4.42,5.24,0.3,5.81,0.51,0.81,15,9.3,2.24,1.45,1.1,8.35,2.87,1.37,0.31,0.273,2.17,0.848
WT 5 x 13,3.81,5.17,0.26,5.77,0.44,0.74,13,7.9,1.91,1.44,1.06,7.05,2.44,1.36,0.201,0.173,2.15,0.847
WT 5 x 11,3.24,5.09,0.24,5.75,0.36,0.66,11,6.9,1.72,1.46,1.07,5.71,1.99,1.33,0.119,0.107,2.16,0.83
WT 5 x 9.5,2.81,5.12,0.25,4.02,0.395,0.695,9.5,6.7,1.74,1.54,1.28,2.15,1.07,0.874,0.116,0.0796,2.08,0.729
WT 5 x 8.5,2.5,5.05,0.24,4.01,0.33,0.63,8.5,6.1,1.62,1.56,1.32,1.78,0.887,0.844,0.0776,0.061,2.11,0.7
WT 5 x 7.5,2.21,5,0.23,4,0.27,0.57,7.5,5.5,1.5,1.57,1.37,1.45,0.723,0.81,0.0518,0.0475,2.16,0.673
WT 5 x 6,1.77,4.93,0.19,3.96,0.21,0.51,6,4.4,1.22,1.57,1.36,1.09,0.551,0.785,0.0272,0.0255,2.16,0.662
WT 4 x 33.5,9.84,4.5,0.57,8.28,0.935,1.33,33.5,10.9,3.05,1.05,0.936,44.3,10.7,2.12,2.51,3.56,2.41,0.962
WT 4 x 29,8.54,4.38,0.51,8.22,0.81,1.2,29,9.1,2.61,1.03,0.874,37.5,9.13,2.1,1.66,2.28,2.38,0.961
WT 4 x 24,7.05,4.25,0.4,8.11,0.685,1.08,24,6.9,1.97,0.986,0.777,30.5,7.51,2.08,0.977,1.3,2.34,0.966
WT 4 x 20,5.87,4.13,0.36,8.07,0.56,0.954,20,5.7,1.69,0.988,0.735,24.5,6.08,2.04,0.558,0.715,2.31,0.961
WT 4 x 17.5,5.14,4.06,0.31,8.02,0.495,0.889,17.5,4.8,1.43,0.968,0.688,21.3,5.31,2.03,0.384,0.48,2.3,0.963
WT 4 x 15.5,4.56,4,0.285,8,0.435,0.829,15.5,4.3,1.28,0.969,0.668,18.5,4.64,2.02,0.267,0.327,2.28,0.961
WT 4 x 14,4.12,4.03,0.285,6.54,0.465,0.859,14,4.2,1.28,1.01,0.734,10.8,3.31,1.62,0.268,0.23,1.97,0.935
WT 4 x 12,3.54,3.97,0.245,6.5,0.4,0.794,12,3.5,1.08,0.999,0.695,9.14,2.81,1.61,0.173,0.144,1.96,0.936
WT 4 x 10.5,3.08,4.14,0.25,5.27,0.4,0.7,10.5,3.9,1.18,1.12,0.831,4.88,1.85,1.26,0.141,0.0916,1.8,0.877
WT 4 x 9,2.63,4.07,0.23,5.25,0.33,0.63,9,3.4,1.05,1.14,0.834,3.98,1.52,1.23,0.0855,0.0562,1.8,0.862
WT 4 x 7.5,2.22,4.05,0.245,4.01,0.315,0.615,7.5,3.3,1.07,1.22,0.998,1.7,0.849,0.876,0.0679,0.0382,1.72,0.761
WT 4 x 6.5,1.92,4,0.23,4,0.255,0.555,6.5,2.9,0.974,1.23,1.03,1.36,0.682,0.843,0.0433,0.0269,1.74,0.731
WT 4 x 5,1.48,3.95,0.17,3.94,0.205,0.505,5,2.2,0.717,1.2,0.953,1.05,0.531,0.84,0.0212,0.0114,1.7,0.75
WT 3 x 12.5,3.68,3.19,0.32,6.08,0.455,0.754,12.5,2.3,0.886,0.788,0.61,8.53,2.81,1.52,0.234,0.171,1.76,0.953
WT 3 x 10,2.95,3.1,0.26,6.02,0.365,0.664,10,1.8,0.693,0.773,0.56,6.64,2.21,1.5,0.123,0.0858,1.73,0.952
WT 3 x 8,2.37,3.14,0.26,4.03,0.405,0.655,8,1.7,0.685,0.844,0.676,2.21,1.1,0.966,0.111,0.0426,1.37,0.881
WT 3 x 7.5,2.22,3,0.23,5.99,0.26,0.559,7.5,1.4,0.577,0.795,0.557,4.66,1.56,1.45,0.0523,0.0342,1.71,0.938
WT 3 x 6,1.78,3.02,0.23,4,0.28,0.53,6,1.3,0.564,0.862,0.677,1.5,0.748,0.918,0.0449,0.0178,1.37,0.846
WT 3 x 4.5,1.34,2.95,0.17,3.94,0.215,0.465,4.5,1,0.408,0.842,0.623,1.1,0.557,0.905,0.0202,0.00736,1.34,0.852
WT 3 x 4.25,1.25,2.92,0.17,3.94,0.194,0.444,4.25,0.9,0.397,0.849,0.638,0.99,0.503,0.889,0.0164,0.00616,1.34,0.837
WT 2.5 x 9.5,2.78,2.58,0.27,5.03,0.43,0.73,9.5,1,0.485,0.604,0.487,4.56,1.81,1.28,0.157,0.0775,1.44,0.964
WT 2.5 x 8,2.35,2.51,0.24,5,0.36,0.66,8,0.8,0.413,0.599,0.458,3.75,1.5,1.26,0.0958,0.0453,1.43,0.962
WT 2.5 x 6.5,1.91,2.08,0.28,4.06,0.345,0.595,6.5,0.5,0.321,0.524,0.44,1.93,0.95,1,0.075,0.0233,1.17,0.948
ST 12 x 60.5,17.8,12.3,0.8,8.05,1.09,2,60.5,259,30.1,3.82,3.63,41.5,10.3,1.53,6.38,27.5,5.14,0.64
ST 12 x 53,15.6,12.3,0.62,7.87,1.09,2,53,216,24.1,3.72,3.28,38.4,9.76,1.57,5.05,15,4.88,0.686
ST 12 x 50,14.7,12,0.745,7.25,0.87,1.75,50,215,26.3,3.83,3.84,23.7,6.55,1.27,3.76,19.5,5.28,0.584
ST 12 x 45,13.2,12,0.625,7.13,0.87,1.75,45,190,22.6,3.79,3.6,22.3,6.27,1.3,3.01,12.1,5.11,0.616
ST 12 x 40,11.7,12,0.5,7,0.87,1.75,40,162,18.6,3.72,3.3,21,6,1.34,2.44,6.94,4.88,0.655
ST 10 x 48,14.1,10.2,0.8,7.2,0.92,1.75,48,143,20.3,3.18,3.13,25,6.93,1.33,4.16,15,4.36,0.625
ST 10 x 43,12.7,10.2,0.66,7.06,0.92,1.75,43,124,17.2,3.13,2.91,23.3,6.59,1.36,3.3,9.17,4.2,0.66
ST 10 x 37.5,11,10,0.635,6.39,0.795,1.625,37.5,109,15.8,3.15,3.07,14.8,4.62,1.16,2.28,7.21,4.29,0.612
ST 10 x 33,9.69,10,0.505,6.26,0.795,1.625,33,92.9,12.9,3.1,2.81,13.7,4.39,1.19,1.78,4.02,4.1,0.654
ST 9 x 35,10.3,9,0.711,6.25,0.691,1.5,35,84.5,14,2.87,2.94,12,3.84,1.08,2.02,7.03,4.01,0.581
ST 9 x 27.35,8.02,9,0.461,6,0.691,1.5,27.35,62.3,9.6,2.79,2.51,10.4,3.45,1.14,1.16,2.26,3.71,0.66
ST 8 x 25,7.34,7.5,0.55,5.64,0.622,1.375,25,40.5,7.72,2.35,2.25,7.79,2.76,1.03,1.05,2.02,3.22,0.637
ST 7.5 x 21.45,6.3,7.5,0.411,5.5,0.622,1.375,21.45,32.9,5.99,2.29,2.01,7.13,2.59,1.06,0.765,0.995,3.04,0.688
ST 6 x 25,7.32,6,0.687,5.48,0.659,1.4375,25,25.1,6.04,1.85,1.84,7.79,2.84,1.03,1.36,1.97,2.6,0.662
ST 6 x 20.4,5.96,6,0.462,5.25,0.659,1.4375,20.4,18.9,4.27,1.78,1.58,6.74,2.57,1.06,0.842,0.787,2.42,0.733
ST 6 x 17.5,5.12,6,0.428,5.08,0.544,1.1875,17.5,17.2,3.95,1.83,1.65,4.92,1.94,0.98,0.524,0.556,2.49,0.694
ST 6 x 15.9,4.65,6,0.35,5,0.544,1.1875,15.9,14.8,3.3,1.78,1.51,4.66,1.87,1,0.438,0.364,2.39,0.732
ST 5 x 17.5,5.14,5,0.594,4.94,0.491,1.125,17.5,12.5,3.62,1.56,1.56,4.15,1.68,0.899,0.633,0.725,2.23,0.653
ST 5 x 12.7,3.73,5,0.311,4.66,0.491,1.125,12.7,7.8,2.05,1.45,1.2,3.36,1.44,0.95,0.3,0.173,1.97,0.765
ST 4 x 11.5,3.38,4,0.441,4.17,0.425,1,11.5,5,1.76,1.22,1.15,2.13,1.02,0.795,0.271,0.168,1.73,0.706
ST 4 x 9.2,2.7,4,0.271,4,0.425,1,9.2,3.5,1.14,1.14,0.942,1.84,0.922,0.827,0.167,0.0642,1.58,0.787
ST 3 x 8.63,2.53,3,0.465,3.57,0.359,0.8125,8.63,2.1,1.02,0.915,0.915,1.14,0.642,0.673,0.181,0.0772,1.35,0.703
ST 3 x 6.25,1.83,3,0.232,3.33,0.359,0.8125,6.25,1.3,0.547,0.831,0.692,0.9,0.541,0.702,0.083,0.0197,1.2,0.818
ST 3.5 x 10,2.94,3.5,0.45,3.86,0.392,0.9375,10,3.4,1.36,1.07,1.04,1.59,0.821,0.734,0.221,0.11535,1.54,0.703
ST 3.5 x 7.65,2.25,3.5,0.252,3.662,0.392,0.9375,7.65,2.2,0.816,0.987,0.817,1.32,0.72,0.766,0.12,0.03658,1.39,0.802
ST 2.5 x 7.375,2.17,2.5,0.494,3.284,0.326,0.8125,7.375,1.3,0.74,0.764,0.789,0.83,0.507,0.62,0.155,0.05126,1.17,0.712
ST 2.5 x 5,1.47,2.5,0.214,3,0.326,0.75,5,0.7,0.348,0.677,0.57,0.6,0.398,0.638,0.0568,0.01,1.01,0.838
ST 2 x 4.75,1.39,2,0.326,2.8,0.293,0.75,4.75,0.5,0.319,0.575,0.553,0.44,0.317,0.564,0.059,0.00995,0.904,0.798
ST 2 x 3.85,1.13,2,0.193,2.66,0.293,0.75,3.85,0.3,0.198,0.522,0.448,0.37,0.281,0.576,0.0364,0.00457,0.833,0.869
ST 1.5 x 3.75,1.1,1.5,0.349,2.51,0.26,0.625,3.75,0.2,0.187,0.426,0.432,0.29,0.23,0.513,0.0432,0.00496,0.732,0.83
ST 1.5 x 2.85,0.83,1.5,0.17,2.33,0.26,0.625,2.85,0.1,0.097,0.37,0.329,0.22,0.192,0.518,0.0216,0.00189,0.668,0.911
MT 7 x 9,2.55,7,0.215,4,0.27,0.625,9,13.1,2.69,2.27,2.12,1.32,0.66,0.719,0.0599,0.09807,3.1,0.59
MT 6 x 5.9,1.72,6,0.177,3.07,0.225,0.5625,5.9,6.6,1.61,1.96,1.89,0.54,0.354,0.561,0.0249,0.0337,2.71,0.57
MT 6 x 5.4,1.58,5.99,0.16,3.07,0.21,0.5625,5.4,6,1.46,1.95,1.86,0.51,0.33,0.566,0.0196,0.025,2.69,0.574
MT 6 x 5,1.46,5.99,0.149,3.25,0.18,0.5,5,5.6,1.36,1.96,1.86,0.52,0.318,0.594,0.0145,0.0202,2.71,0.573
MT 5 x 4.5,1.32,5,0.157,2.69,0.206,0.5625,4.5,3.5,1,1.62,1.54,0.34,0.25,0.505,0.0156,0.0138,2.22,0.581
MT 5 x 4,1.17,4.97,0.141,2.69,0.182,0.5625,4,3.1,0.894,1.62,1.52,0.3,0.22,0.502,0.0112,0.00989,2.22,0.586
MT 5 x 3.75,1.1,5,0.13,2.69,0.173,0.4375,3.75,2.9,0.836,1.63,1.51,0.28,0.209,0.505,0.00932,0.00792,2.22,0.589
MT 4 x 3.25,0.953,4,0.135,2.28,0.189,0.5625,3.25,1.6,0.558,1.29,1.18,0.19,0.165,0.444,0.00917,0.00463,1.74,0.611
MT 4 x 3.1,0.904,4,0.129,2.28,0.177,0.4375,3.1,1.5,0.533,1.29,1.18,0.18,0.154,0.441,0.00778,0.00403,1.75,0.611
MT 3 x 10,2.94,3,0.25,5.938,0.379,0.875,10,1.5,0.624,0.724,0.531,5.8,1.95,1.4,0.139,0.08879,1.61,0.955
MT 3 x 2.2,0.643,3,0.114,1.84,0.171,0.375,2.2,0.6,0.268,0.949,0.841,0.09,0.0973,0.374,0.00494,0.00124,1.27,0.646
MT 3 x 1.85,0.54,2.96,0.098,2,0.129,0.3125,1.85,0.5,0.226,0.946,0.827,0.09,0.0863,0.4,0.00265,0.000755,1.28,0.645
MT 2.5 x 9.45,2.78,2.5,0.316,5,0.416,0.8125,9.45,1.1,0.527,0.615,0.511,3.93,1.57,1.19,0.165,0.0732,1.37,0.951
MT 2 x 6.5,1.9,2,0.254,3.94,0.371,0.8125,6.5,0.4,0.271,0.476,0.41,1.68,0.853,0.939,0.093,0.02441,1.08,0.957
MT 2 x 3,0.855,1.9,0.13,3.8,0.16,0.5,3,0.2,0.133,0.493,0.341,0.73,0.385,0.926,0.00919,0.00193,1.08,0.942
0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18
