OR 508 x 457 x 16,508,457,15.9,222.09,283.23,107803.9,4244.3,19.53,91987.1,4014.8,18.03,5030.8,4686.7,164827.6
OR 508 x 457 x 13,508,457,12.7,181.93,231.61,90738.5,3572.4,19.76,77002.8,3375.7,18.26,4178.7,3900.1,134026.5
OR 508 x 457 x 10,508,457,9.5,138.41,176.13,70343.1,2769.4,19.94,59937.3,2621.9,18.42,3211.9,2998.8,101976.7
OR 508 x 406 x 16,508,406,15.9,209.43,267.10,98230.6,3867.4,19.18,69926.9,3441.3,16.18,4637.5,3982.1,136523.9
OR 508 x 406 x 13,508,406,12.7,171.81,218.71,82830.1,3261.0,19.43,58688.6,2900.5,16.41,3867.4,3326.6,111133.8
OR 508 x 406 x 10,508,406,9.5,130.82,166.45,64099.6,2523.6,19.61,45785.5,2245.0,16.56,2966.1,2556.4,84911.2
OR 508 x 305 x 15,508,305,14.8,189.00,225.81,78251.5,3080.8,18.62,35421.3,2327.0,12.52,3769.0,2654.7,78667.7
OR 508 x 305 x 12,508,305,11.8,153.28,182.58,64515.9,2540.0,18.77,29344.3,1917.3,12.67,3080.8,2163.1,64099.6
OR 508 x 305 x 9,508,305,8.9,116.67,138.71,49947.8,1966.5,18.92,22767.9,1492.9,12.80,2359.7,1671.5,49115.3
OR 508 x 305 x 7,508,305,7.4,97.92,116.77,42039.4,1655.1,19.00,19313.1,1266.7,12.88,1999.2,1406.0,41498.3
OR 508 x 203 x 15,508,203,14.8,163.70,195.48,59937.3,2359.7,17.50,14068.6,1386.3,8.48,3031.6,1579.7,38126.8
OR 508 x 203 x 12,508,203,11.8,133.34,158.71,49531.5,1950.1,17.68,11779.3,1160.2,8.61,2490.8,1302.8,31508.7
OR 508 x 203 x 9,508,203,8.9,101.49,120.64,38543.0,1517.4,17.86,9240.3,911.1,8.74,1917.3,1007.8,24391.2
OR 508 x 203 x 7,508,203,7.4,85.27,101.29,32715.8,1288.0,17.96,7866.8,776.7,8.81,1615.8,852.1,20645.1
OR 508 x 102 x 12,508,102,11.8,112.95,134.84,34880.2,1373.2,16.08,2443.3,480.1,4.27,1884.5,557.2,8116.5
OR 508 x 102 x 9,508,102,8.9,86.31,103.23,27346.4,1076.6,16.31,1981.3,390.0,4.39,1463.4,439.2,6493.2
OR 508 x 102 x 7,508,102,7.4,72.62,86.45,23309.0,917.7,16.41,1714.9,337.6,4.45,1238.9,375.3,5577.5
OR 457 x 305 x 15,457,305,14.8,177.09,210.32,60353.6,2638.3,16.94,32299.6,2113.9,12.37,3211.9,2425.3,67845.7
OR 457 x 305 x 12,457,305,11.8,143.46,170.97,49947.8,2179.5,17.09,26763.7,1753.4,12.52,2638.3,1999.2,55358.8
OR 457 x 305 x 9,457,305,8.9,109.08,129.68,38667.9,1687.9,17.25,20769.9,1363.4,12.65,2015.6,1533.8,42455.6
OR 457 x 152 x 15,457,152,14.8,138.55,165.81,38418.2,1687.9,15.24,6576.5,863.6,6.30,2212.3,999.6,19229.9
OR 457 x 152 x 12,457,152,11.8,112.95,134.84,32049.8,1402.7,15.42,5577.5,730.9,6.43,1835.4,830.8,16108.2
OR 457 x 152 x 9,457,152,8.9,86.31,103.23,25057.1,1096.3,15.62,4412.1,581.7,6.55,1415.8,647.3,12570.2
OR 457 x 152 x 7,457,152,7.4,72.62,86.45,21352.7,934.1,15.70,3800.2,498.2,6.63,1197.9,549.0,10697.1
OR 457 x 152 x 6,457,152,5.9,58.63,69.68,17440.1,762.0,15.80,3125.9,409.7,6.68,973.4,447.4,8740.9
OR 406 x 305 x 15,406,305,14.8,163.70,195.48,45369.2,2228.6,15.24,29136.2,1917.3,12.19,2703.9,2212.3,57023.7
OR 406 x 305 x 12,406,305,11.8,133.34,158.71,37627.3,1851.7,15.39,24183.0,1586.3,12.34,2212.3,1819.0,46617.9
OR 406 x 305 x 9,406,305,8.9,101.49,120.64,29219.4,1437.1,15.54,18813.7,1233.9,12.47,1704.3,1401.1,35879.1
OR 406 x 305 x 7,406,305,7.4,85.27,101.29,24765.8,1219.2,15.62,15983.3,1048.8,12.55,1437.1,1183.1,30260.0
OR 406 x 203 x 15,406,203,14.8,138.55,165.81,33922.9,1671.5,14.33,11404.7,1124.2,8.31,2113.9,1297.9,28345.4
OR 406 x 203 x 12,406,203,11.8,112.95,134.84,28262.1,1391.3,14.48,9573.3,943.9,8.43,1737.0,1073.4,23433.8
OR 406 x 203 x 9,406,203,8.9,86.31,103.23,22101.9,1086.5,14.66,7533.8,742.3,8.56,1345.4,832.5,18147.7
OR 406 x 203 x 7,406,203,7.4,72.62,86.45,18772.0,924.2,14.73,6451.6,634.2,8.64,1137.3,704.6,15358.9
OR 406 x 102 x 12,406,102,11.8,92.71,110.97,18938.5,932.4,13.08,1956.3,385.1,4.19,1266.7,449.0,6243.5
OR 406 x 102 x 9,406,102,8.9,71.13,85.16,14984.3,737.4,13.28,1594.2,313.0,4.34,986.5,355.6,4994.8
OR 406 x 102 x 7,406,102,7.4,59.97,71.61,12819.9,630.9,13.39,1381.9,272.0,4.39,837.4,303.2,4287.2
OR 356 x 305 x 12,356,305,11.8,123.07,147.10,27388.0,1540.4,13.67,21602.4,1417.5,12.14,1819.0,1638.7,38334.9
OR 356 x 305 x 9,356,305,8.9,93.90,111.61,21311.0,1199.5,13.79,16857.4,1104.5,12.27,1407.7,1268.4,29469.2
OR 356 x 254 x 15,356,254,14.8,138.55,165.81,28595.1,1609.2,13.13,16940.6,1335.5,10.11,1966.5,1558.4,34630.5
OR 356 x 254 x 12,356,254,11.8,112.95,134.84,23850.1,1340.5,13.28,14193.5,1116.0,10.26,1619.0,1286.4,28511.9
OR 356 x 254 x 9,356,254,8.9,86.31,103.23,18605.5,1047.1,13.44,11113.4,875.1,10.39,1250.3,994.7,21977.0
OR 356 x 254 x 7,356,254,7.4,72.62,86.45,15816.8,889.8,13.51,9448.5,745.6,10.46,1058.6,842.3,18563.9
OR 356 x 254 x 6,356,254,5.9,58.63,69.68,12903.2,725.9,13.59,7741.9,609.6,10.52,858.7,685.0,15067.6
OR 356 x 152 x 15,356,152,14.8,113.25,135.48,19895.9,1119.2,12.12,5161.3,675.1,6.17,1453.5,793.1,13902.1
OR 356 x 152 x 12,356,152,11.8,92.71,110.97,16732.5,940.6,12.29,4370.4,575.2,6.30,1206.1,662.0,11612.9
OR 356 x 152 x 9,356,152,8.9,71.13,85.16,13194.5,742.3,12.47,3500.5,458.8,6.43,939.0,517.8,9115.5
OR 356 x 152 x 7,356,152,7.4,59.97,71.61,11279.9,634.2,12.55,3009.4,394.9,6.48,796.4,440.8,7741.9
OR 356 x 152 x 6,356,152,5.9,48.51,57.81,9240.3,519.5,12.65,2480.7,326.1,6.55,648.9,360.5,6326.7
OR 356 x 152 x 4,356,152,4.4,36.76,43.61,7075.9,398.2,12.73,1910.5,250.7,6.63,493.3,273.7,4828.3
OR 356 x 102 x 15,356,102,14.8,100.60,120.64,15525.4,873.4,11.35,1964.6,386.7,4.04,1197.9,467.0,6160.2
OR 356 x 102 x 12,356,102,11.8,82.59,98.71,13194.5,742.3,11.56,1714.9,337.6,4.17,999.6,394.9,5286.1
OR 356 x 102 x 9,356,102,8.9,63.54,76.13,10489.0,589.9,11.76,1398.5,275.3,4.29,783.3,313.0,4245.6
OR 356 x 102 x 7,356,102,7.4,53.57,64.00,8990.6,506.4,11.86,1215.4,239.3,4.37,665.3,268.7,3650.3
OR 356 x 102 x 6,356,102,5.9,43.45,51.81,7408.9,416.2,11.96,1015.6,199.9,4.42,544.1,221.2,3013.5
OR 356 x 102 x 4,356,102,4.4,33.04,39.10,5702.4,319.5,12.04,790.8,155.3,4.50,414.6,168.8,2322.6
OR 305 x 254 x 12,305,254,11.8,102.83,122.58,16441.1,1079.9,11.58,12403.7,978.3,10.06,1291.3,1140.5,22684.6
OR 305 x 254 x 9,305,254,8.9,78.72,94.19,12903.2,845.6,11.71,9739.8,768.6,10.19,1001.3,884.9,17523.3
OR 305 x 254 x 7,305,254,7.4,66.37,78.71,10988.5,721.0,11.79,8324.6,655.5,10.26,847.2,748.9,14817.8
OR 305 x 254 x 6,305,254,5.9,53.57,63.87,8990.6,589.9,11.86,6826.2,535.9,10.34,689.9,609.6,12029.1
OR 305 x 203 x 15,305,203,14.8,113.25,135.48,16524.4,1083.2,11.02,8740.9,860.3,8.03,1345.4,1014.4,18896.9
OR 305 x 203 x 12,305,203,11.8,92.71,110.97,13860.5,911.1,11.20,7408.9,727.6,8.15,1116.0,843.9,15691.9
OR 305 x 203 x 9,305,203,8.9,71.13,85.16,10905.3,716.1,11.35,5827.2,575.2,8.31,868.5,657.1,12195.6
OR 305 x 203 x 7,305,203,7.4,59.97,71.61,9323.6,612.9,11.43,4994.8,493.3,8.36,735.8,558.8,10322.5
OR 305 x 203 x 6,305,203,5.9,48.51,57.81,7658.7,501.4,11.51,4112.4,404.8,8.43,599.8,455.6,8407.9
OR 305 x 203 x 4,305,203,4.4,36.76,43.61,5827.2,383.5,11.58,3150.9,309.7,8.51,455.6,345.8,6368.3
OR 305 x 152 x 15,305,152,14.8,100.60,120.64,13361.0,875.1,10.52,4453.7,581.7,6.07,1127.4,689.9,11279.9
OR 305 x 152 x 12,305,152,11.8,82.59,98.71,11279.9,740.7,10.69,3791.9,498.2,6.20,940.6,576.8,9448.5
OR 305 x 152 x 9,305,152,8.9,63.54,76.13,8949.0,588.3,10.87,3034.3,398.2,6.32,734.1,453.9,7408.9
OR 305 x 152 x 7,305,152,7.4,53.57,64.00,7658.7,503.1,10.95,2613.9,342.5,6.40,624.3,386.7,6326.7
OR 305 x 152 x 6,305,152,5.9,43.45,51.81,6285.1,413.0,11.02,2160.2,283.5,6.45,509.6,316.3,5161.3
OR 305 x 152 x 4,305,152,4.4,33.04,39.10,4828.3,317.9,11.13,1664.9,217.9,6.53,388.4,240.9,3937.5
OR 305 x 102 x 15,305,102,14.8,87.95,105.81,10197.7,668.6,9.83,1681.6,331.0,3.99,909.5,401.5,5078.0
